"obj_type","vpid","snomed_id","bnf_code","dmd_name","bnf_name","form_route","short_name"
"amp",327071005,338311000001105,"0802010G0AAADAD","Azathioprine 25mg tablets (Kent Pharmaceuticals Ltd)","Azathioprine 25mg tablets","tablet.oral","Azathioprine"
"amp",327071005,544611000001107,"0802010G0AAADAD","Azathioprine 25mg tablets (Mylan)","Azathioprine 25mg tablets","tablet.oral","Azathioprine"
"amp",327071005,611111000001100,"0802010G0AAADAD","Azathioprine 25mg tablets (Alliance Healthcare (Distribution) Ltd)","Azathioprine 25mg tablets","tablet.oral","Azathioprine"
"amp",327071005,744711000001104,"0802010G0AAADAD","Azathioprine 25mg tablets (A A H Pharmaceuticals Ltd)","Azathioprine 25mg tablets","tablet.oral","Azathioprine"
"amp",327071005,3695011000001108,"0802010G0AAADAD","Azathioprine 25mg tablets (IVAX Pharmaceuticals UK Ltd)","Azathioprine 25mg tablets","tablet.oral","Azathioprine"
"amp",327071005,5866911000001101,"0802010G0AAADAD","Azathioprine 25mg tablets (Actavis UK Ltd)","Azathioprine 25mg tablets","tablet.oral","Azathioprine"
"amp",327071005,8388611000001100,"0802010G0AAADAD","Azathioprine 25mg tablets (Teva UK Ltd)","Azathioprine 25mg tablets","tablet.oral","Azathioprine"
"amp",327071005,13740711000001100,"0802010G0AAADAD","Azathioprine 25mg tablets (Tillomed Laboratories Ltd)","Azathioprine 25mg tablets","tablet.oral","Azathioprine"
"amp",327071005,15070411000001104,"0802010G0AAADAD","Azathioprine 25mg tablets (Sigma Pharmaceuticals Plc)","Azathioprine 25mg tablets","tablet.oral","Azathioprine"
"amp",327071005,17789111000001104,"0802010G0AAADAD","Azathioprine 25mg tablets (Phoenix Healthcare Distribution Ltd)","Azathioprine 25mg tablets","tablet.oral","Azathioprine"
"amp",327071005,21780411000001104,"0802010G0AAADAD","Azathioprine 25mg tablets (Waymade Healthcare Plc)","Azathioprine 25mg tablets","tablet.oral","Azathioprine"
"amp",327071005,22614111000001100,"0802010G0AAADAD","Azathioprine 25mg tablets (DE Pharmaceuticals)","Azathioprine 25mg tablets","tablet.oral","Azathioprine"
"amp",327071005,24505211000001108,"0802010G0AAADAD","Azathioprine 25mg tablets (Sandoz Ltd)","Azathioprine 25mg tablets","tablet.oral","Azathioprine"
"amp",327071005,29997811000001108,"0802010G0AAADAD","Azathioprine 25mg tablets (Mawdsley-Brooks & Company Ltd)","Azathioprine 25mg tablets","tablet.oral","Azathioprine"
"amp",327070006,41911000001104,"0802010G0AAAEAE","Azathioprine 50mg tablets (A A H Pharmaceuticals Ltd)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,178511000001107,"0802010G0AAAEAE","Azathioprine 50mg tablets (IVAX Pharmaceuticals UK Ltd)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,339911000001103,"0802010G0AAAEAE","Azathioprine 50mg tablets (Actavis UK Ltd)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,428011000001101,"0802010G0AAAEAE","Azathioprine 50mg tablets (Sandoz Ltd)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,715511000001100,"0802010G0AAAEAE","Azathioprine 50mg tablets (Teva UK Ltd)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,843311000001103,"0802010G0AAAEAE","Azathioprine 50mg tablets (Mylan)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,863111000001105,"0802010G0AAAEAE","Azathioprine 50mg tablets (Kent Pharmaceuticals Ltd)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,888811000001106,"0802010G0AAAEAE","Azathioprine 50mg tablets (Alliance Healthcare (Distribution) Ltd)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,10288111000001102,"0802010G0AAAEAE","Azathioprine 50mg tablets (Focus Pharmaceuticals Ltd)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,13386711000001104,"0802010G0AAAEAE","Azathioprine 50mg tablets (Arrow Generics Ltd)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,13740911000001104,"0802010G0AAAEAE","Azathioprine 50mg tablets (Tillomed Laboratories Ltd)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,15070611000001100,"0802010G0AAAEAE","Azathioprine 50mg tablets (Sigma Pharmaceuticals Plc)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,17790011000001100,"0802010G0AAAEAE","Azathioprine 50mg tablets (Phoenix Healthcare Distribution Ltd)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,18280311000001100,"0802010G0AAAEAE","Azathioprine 50mg tablets (Strides Pharma UK Ltd)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,18497511000001104,"0802010G0AAAEAE","Azathioprine 50mg tablets (Almus Pharmaceuticals Ltd)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
