"obj_type","vpid","snomed_id","bnf_code","dmd_name","bnf_name","form_route","short_name"
"amp",327082002,16550511000001102,"0802020G0AAACAC","Ciclosporin 25mg capsules (A A H Pharmaceuticals Ltd)","Ciclosporin 25mg capsules","capsule.oral","Ciclosporin"
"amp",327082002,17856611000001100,"0802020G0AAACAC","Ciclosporin 25mg capsules (Phoenix Healthcare Distribution Ltd)","Ciclosporin 25mg capsules","capsule.oral","Ciclosporin"
"amp",327082002,21263111000001100,"0802020G0AAACAC","Ciclosporin 25mg capsules (Sigma Pharmaceuticals Plc)","Ciclosporin 25mg capsules","capsule.oral","Ciclosporin"
"amp",327082002,21835711000001104,"0802020G0AAACAC","Ciclosporin 25mg capsules (Cubic Pharmaceuticals Ltd)","Ciclosporin 25mg capsules","capsule.oral","Ciclosporin"
"amp",327082002,22408311000001108,"0802020G0AAACAC","Ciclosporin 25mg capsules (DE Pharmaceuticals)","Ciclosporin 25mg capsules","capsule.oral","Ciclosporin"
"amp",327082002,22604211000001108,"0802020G0AAACAC","Ciclosporin 25mg capsules (Colorama Pharmaceuticals Ltd)","Ciclosporin 25mg capsules","capsule.oral","Ciclosporin"
"amp",327082002,23428411000001104,"0802020G0AAACAC","Ciclosporin 25mg capsules (J M McGill Ltd)","Ciclosporin 25mg capsules","capsule.oral","Ciclosporin"
"amp",327082002,23936511000001104,"0802020G0AAACAC","Ciclosporin 25mg capsules (Niche Pharma Ltd)","Ciclosporin 25mg capsules","capsule.oral","Ciclosporin"
"amp",327082002,24157711000001108,"0802020G0AAACAC","Ciclosporin 25mg capsules (Ethigen Ltd)","Ciclosporin 25mg capsules","capsule.oral","Ciclosporin"
"amp",327082002,24519911000001104,"0802020G0AAACAC","Ciclosporin 25mg capsules (Mawdsley-Brooks & Company Ltd)","Ciclosporin 25mg capsules","capsule.oral","Ciclosporin"
"amp",327082002,25694011000001104,"0802020G0AAACAC","Ciclosporin 25mg capsules (Icarus Pharmaceuticals Ltd)","Ciclosporin 25mg capsules","capsule.oral","Ciclosporin"
"amp",327082002,26021211000001108,"0802020G0AAACAC","Ciclosporin 25mg capsules (Ennogen Healthcare Ltd)","Ciclosporin 25mg capsules","capsule.oral","Ciclosporin"
"amp",327082002,28122711000001108,"0802020G0AAACAC","Ciclosporin 25mg capsules (Pharma-z Ltd)","Ciclosporin 25mg capsules","capsule.oral","Ciclosporin"
"amp",327083007,16550911000001108,"0802020G0AAADAD","Ciclosporin 100mg capsules (A A H Pharmaceuticals Ltd)","Ciclosporin 100mg capsules","capsule.oral","Ciclosporin"
"amp",327083007,17857011000001106,"0802020G0AAADAD","Ciclosporin 100mg capsules (Phoenix Healthcare Distribution Ltd)","Ciclosporin 100mg capsules","capsule.oral","Ciclosporin"
"amp",327083007,21263511000001104,"0802020G0AAADAD","Ciclosporin 100mg capsules (Sigma Pharmaceuticals Plc)","Ciclosporin 100mg capsules","capsule.oral","Ciclosporin"
"amp",327083007,21835311000001100,"0802020G0AAADAD","Ciclosporin 100mg capsules (Cubic Pharmaceuticals Ltd)","Ciclosporin 100mg capsules","capsule.oral","Ciclosporin"
"amp",327083007,22408711000001108,"0802020G0AAADAD","Ciclosporin 100mg capsules (DE Pharmaceuticals)","Ciclosporin 100mg capsules","capsule.oral","Ciclosporin"
"amp",327083007,22604011000001104,"0802020G0AAADAD","Ciclosporin 100mg capsules (Colorama Pharmaceuticals Ltd)","Ciclosporin 100mg capsules","capsule.oral","Ciclosporin"
"amp",327083007,23428211000001104,"0802020G0AAADAD","Ciclosporin 100mg capsules (J M McGill Ltd)","Ciclosporin 100mg capsules","capsule.oral","Ciclosporin"
"amp",327083007,23936311000001108,"0802020G0AAADAD","Ciclosporin 100mg capsules (Niche Pharma Ltd)","Ciclosporin 100mg capsules","capsule.oral","Ciclosporin"
"amp",327083007,24113511000001104,"0802020G0AAADAD","Ciclosporin 100mg capsules (Lexon (UK) Ltd)","Ciclosporin 100mg capsules","capsule.oral","Ciclosporin"
"amp",327083007,24158111000001108,"0802020G0AAADAD","Ciclosporin 100mg capsules (Ethigen Ltd)","Ciclosporin 100mg capsules","capsule.oral","Ciclosporin"
"amp",327083007,24520311000001104,"0802020G0AAADAD","Ciclosporin 100mg capsules (Mawdsley-Brooks & Company Ltd)","Ciclosporin 100mg capsules","capsule.oral","Ciclosporin"
"amp",327083007,25695111000001104,"0802020G0AAADAD","Ciclosporin 100mg capsules (Icarus Pharmaceuticals Ltd)","Ciclosporin 100mg capsules","capsule.oral","Ciclosporin"
"amp",327083007,26019111000001108,"0802020G0AAADAD","Ciclosporin 100mg capsules (Ennogen Healthcare Ltd)","Ciclosporin 100mg capsules","capsule.oral","Ciclosporin"
"amp",327083007,28122211000001100,"0802020G0AAADAD","Ciclosporin 100mg capsules (Pharma-z Ltd)","Ciclosporin 100mg capsules","capsule.oral","Ciclosporin"
"amp",327085000,16550711000001108,"0802020G0AAAFAF","Ciclosporin 50mg capsules (A A H Pharmaceuticals Ltd)","Ciclosporin 50mg capsules","capsule.oral","Ciclosporin"
"amp",327085000,17856811000001102,"0802020G0AAAFAF","Ciclosporin 50mg capsules (Phoenix Healthcare Distribution Ltd)","Ciclosporin 50mg capsules","capsule.oral","Ciclosporin"
"amp",327085000,21263311000001104,"0802020G0AAAFAF","Ciclosporin 50mg capsules (Sigma Pharmaceuticals Plc)","Ciclosporin 50mg capsules","capsule.oral","Ciclosporin"
"amp",327085000,21835511000001108,"0802020G0AAAFAF","Ciclosporin 50mg capsules (Cubic Pharmaceuticals Ltd)","Ciclosporin 50mg capsules","capsule.oral","Ciclosporin"
"amp",327085000,22408511000001104,"0802020G0AAAFAF","Ciclosporin 50mg capsules (DE Pharmaceuticals)","Ciclosporin 50mg capsules","capsule.oral","Ciclosporin"
"amp",327085000,22604411000001108,"0802020G0AAAFAF","Ciclosporin 50mg capsules (Colorama Pharmaceuticals Ltd)","Ciclosporin 50mg capsules","capsule.oral","Ciclosporin"
"amp",327085000,23428611000001100,"0802020G0AAAFAF","Ciclosporin 50mg capsules (J M McGill Ltd)","Ciclosporin 50mg capsules","capsule.oral","Ciclosporin"
"amp",327085000,23936711000001108,"0802020G0AAAFAF","Ciclosporin 50mg capsules (Niche Pharma Ltd)","Ciclosporin 50mg capsules","capsule.oral","Ciclosporin"
"amp",327085000,24157911000001108,"0802020G0AAAFAF","Ciclosporin 50mg capsules (Ethigen Ltd)","Ciclosporin 50mg capsules","capsule.oral","Ciclosporin"
"amp",327085000,24520111000001100,"0802020G0AAAFAF","Ciclosporin 50mg capsules (Mawdsley-Brooks & Company Ltd)","Ciclosporin 50mg capsules","capsule.oral","Ciclosporin"
"amp",327085000,25694711000001104,"0802020G0AAAFAF","Ciclosporin 50mg capsules (Icarus Pharmaceuticals Ltd)","Ciclosporin 50mg capsules","capsule.oral","Ciclosporin"
"amp",327085000,26022211000001104,"0802020G0AAAFAF","Ciclosporin 50mg capsules (Ennogen Healthcare Ltd)","Ciclosporin 50mg capsules","capsule.oral","Ciclosporin"
"amp",327085000,28123311000001104,"0802020G0AAAFAF","Ciclosporin 50mg capsules (Pharma-z Ltd)","Ciclosporin 50mg capsules","capsule.oral","Ciclosporin"
"amp",36139311000001112,3490711000001103,"0802020G0BBAAAG","Sandimmun 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd)","Sandimmun 100mg/ml oral solution","solution.oral","Sandimmun"
"amp",36139511000001104,88611000001108,"0802020G0BBABAE","Sandimmun 250mg/5ml concentrate for solution for infusion ampoules (Novartis Pharmaceuticals UK Ltd)","Sandimmun 250mg/5ml concentrate for inf ampoules","solutioninfusion.intravenous","Sandimmun"
"amp",36140311000001104,911911000001101,"0802020G0BBACAA","Sandimmun 50mg/1ml concentrate for solution for infusion ampoules (Novartis Pharmaceuticals UK Ltd)","Sandimmun 50mg/1ml concentrate for inf ampoules","solutioninfusion.intravenous","Sandimmun"
"amp",327082002,347811000001104,"0802020G0BBADAC","Sandimmun 25mg capsules (Novartis Pharmaceuticals UK Ltd)","Sandimmun 25mg capsules","capsule.oral","Sandimmun"
"amp",327083007,172611000001109,"0802020G0BBAEAD","Sandimmun 100mg capsules (Novartis Pharmaceuticals UK Ltd)","Sandimmun 100mg capsules","capsule.oral","Sandimmun"
"amp",327085000,638611000001108,"0802020G0BBAFAF","Sandimmun 50mg capsules (Novartis Pharmaceuticals UK Ltd)","Sandimmun 50mg capsules","capsule.oral","Sandimmun"
"amp",36139311000001112,3490411000001109,"0802020G0BCAAAG","Neoral 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd)","Neoral 100mg/ml oral solution","solution.oral","Neoral"
"amp",327082002,660811000001100,"0802020G0BCABAC","Neoral 25mg capsules (Novartis Pharmaceuticals UK Ltd)","Neoral 25mg capsules","capsule.oral","Neoral"
