"obj_type","vpid","snomed_id","bnf_code","dmd_name","bnf_name","form_route","short_name"
"amp",327104000,18164311000001108,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (Actavis UK Ltd)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,18310411000001104,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (A A H Pharmaceuticals Ltd)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,18342411000001104,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (Alliance Healthcare (Distribution) Ltd)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,18464211000001104,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (Accord Healthcare Ltd)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,18477711000001104,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (Dr Reddy's Laboratories (UK) Ltd)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,18622711000001108,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (Phoenix Healthcare Distribution Ltd)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,18728911000001104,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (Sigma Pharmaceuticals Plc)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,20312011000001104,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (Sandoz Ltd)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,21808611000001104,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (Waymade Healthcare Plc)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,21842611000001100,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (Cubic Pharmaceuticals Ltd)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,22352411000001100,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (AM Distributions (Yorkshire) Ltd)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,22409911000001100,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (DE Pharmaceuticals)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,22605811000001104,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (Colorama Pharmaceuticals Ltd)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,23218811000001104,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (J M McGill Ltd)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,23958811000001104,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (Niche Pharma Ltd)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,24028011000001104,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (CST Pharma Ltd)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,24571011000001104,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (Mawdsley-Brooks & Company Ltd)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,25881711000001104,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (Icarus Pharmaceuticals Ltd)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327104000,32424411000001104,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules (Kent Pharmaceuticals Ltd)","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"amp",327106003,18164511000001100,"0802010M0AAABAB","Mycophenolate mofetil 500mg tablets (Actavis UK Ltd)","Mycophenolate mofetil 500mg tablets","tablet.oral","Mycophenolate"
"amp",327106003,18310611000001104,"0802010M0AAABAB","Mycophenolate mofetil 500mg tablets (A A H Pharmaceuticals Ltd)","Mycophenolate mofetil 500mg tablets","tablet.oral","Mycophenolate"
"amp",327106003,18342611000001108,"0802010M0AAABAB","Mycophenolate mofetil 500mg tablets (Alliance Healthcare (Distribution) Ltd)","Mycophenolate mofetil 500mg tablets","tablet.oral","Mycophenolate"
"amp",327106003,18412111000001104,"0802010M0AAABAB","Mycophenolate mofetil 500mg tablets (Mylan)","Mycophenolate mofetil 500mg tablets","tablet.oral","Mycophenolate"
"amp",327106003,18464411000001104,"0802010M0AAABAB","Mycophenolate mofetil 500mg tablets (Accord Healthcare Ltd)","Mycophenolate mofetil 500mg tablets","tablet.oral","Mycophenolate"
"amp",327106003,18477511000001100,"0802010M0AAABAB","Mycophenolate mofetil 500mg tablets (Dr Reddy's Laboratories (UK) Ltd)","Mycophenolate mofetil 500mg tablets","tablet.oral","Mycophenolate"
"amp",327106003,18622911000001104,"0802010M0AAABAB","Mycophenolate mofetil 500mg tablets (Phoenix Healthcare Distribution Ltd)","Mycophenolate mofetil 500mg tablets","tablet.oral","Mycophenolate"
"amp",327106003,18730111000001104,"0802010M0AAABAB","Mycophenolate mofetil 500mg tablets (Sigma Pharmaceuticals Plc)","Mycophenolate mofetil 500mg tablets","tablet.oral","Mycophenolate"
"amp",327106003,19429811000001108,"0802010M0AAABAB","Mycophenolate motefil 500mg tablets (Wockhardt UK Ltd)","Mycophenolate mofetil 500mg tablets","tablet.oral","Mycophenolate"
"amp",327106003,20312211000001100,"0802010M0AAABAB","Mycophenolate motefil 500mg tablets (Sandoz Ltd)","Mycophenolate mofetil 500mg tablets","tablet.oral","Mycophenolate"
"amp",327106003,21808811000001104,"0802010M0AAABAB","Mycophenolate mofetil 500mg tablets (Waymade Healthcare Plc)","Mycophenolate mofetil 500mg tablets","tablet.oral","Mycophenolate"
"amp",327106003,22464411000001108,"0802010M0AAABAB","Mycophenolate mofetil 500mg tablets (Arrow Generics Ltd)","Mycophenolate mofetil 500mg tablets","tablet.oral","Mycophenolate"
"amp",327106003,24405511000001100,"0802010M0AAABAB","Mycophenolate mofetil 500mg tablets (DE Pharmaceuticals)","Mycophenolate mofetil 500mg tablets","tablet.oral","Mycophenolate"
"amp",327106003,30849511000001104,"0802010M0AAABAB","Mycophenolate mofetil 500mg tablets (Mawdsley-Brooks & Company Ltd)","Mycophenolate mofetil 500mg tablets","tablet.oral","Mycophenolate"
"amp",327106003,32424611000001100,"0802010M0AAABAB","Mycophenolate mofetil 500mg tablets (Kent Pharmaceuticals Ltd)","Mycophenolate mofetil 500mg tablets","tablet.oral","Mycophenolate"
"amp",327106003,35725211000001104,"0802010M0AAABAB","Mycophenolate mofetil 500mg tablets (Tillomed Laboratories Ltd)","Mycophenolate mofetil 500mg tablets","tablet.oral","Mycophenolate"
"amp",13000511000001100,12986311000001108,"0802010M0AAACAC","Mycophenolate mofetil 250mg/5ml oral suspension (Special Order)","Mycophenolate mofetil 250mg/5ml oral suspension","suspension.oral","Mycophenolate"
"amp",13000611000001100,12987211000001104,"0802010M0AAADAD","Mycophenolate mofetil 300mg/5ml oral suspension (Special Order)","Mycophenolate mofetil 300mg/5ml oral suspension","suspension.oral","Mycophenolate"
"amp",13000711000001104,12988111000001104,"0802010M0AAAEAE","Mycophenolate mofetil 500mg/5ml oral suspension (Special Order)","Mycophenolate mofetil 500mg/5ml oral suspension","suspension.oral","Mycophenolate"
"amp",13000311000001106,12984311000001102,"0802010M0AAAGAG","Mycophenolate mofetil 100mg/5ml oral suspension (Special Order)","Mycophenolate mofetil 100mg/5ml oral suspension","suspension.oral","Mycophenolate"
"amp",327109005,33341411000001104,"0802010M0AAAHAH","Mycophenolate mofetil 500mg powder for concentrate for solution for infusion vials (Accord Healthcare Ltd)","Mycophenolate mofetil 500mg inf vials","solutioninfusion.intravenous","Mycophenolate"
"amp",13000411000001104,12984911000001100,"0802010M0AAAIAI","Mycophenolate mofetil 125mg/5ml oral suspension (Special Order)","Mycophenolate mofetil 125mg/5ml oral suspension","suspension.oral","Mycophenolate"
"amp",327104000,3659911000001102,"0802010M0BBAAAA","CellCept 250mg capsules (Roche Products Ltd)","CellCept 250mg capsules","capsule.oral","CellCept"
