"obj_type","vpid","snomed_id","bnf_code","dmd_name","bnf_name","form_route","short_name"
"amp",36033611000001104,3612511000001105,"0801030P0AAAIAI","Methotrexate 5mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd)","Methotrexate 5mg/2ml solution for injection vials","solutioninjection.intramuscular","Methotrexate"
"amp",36033611000001104,3612511000001105,"0801030P0AAAIAI","Methotrexate 5mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd)","Methotrexate 5mg/2ml solution for injection vials","solutioninjection.intravenous","Methotrexate"
"amp",36033611000001104,3612511000001105,"0801030P0AAAIAI","Methotrexate 5mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd)","Methotrexate 5mg/2ml solution for injection vials","solutioninjection.intraarterial","Methotrexate"
"amp",36033611000001104,3612511000001105,"0801030P0AAAIAI","Methotrexate 5mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd)","Methotrexate 5mg/2ml solution for injection vials","solutioninjection.intrathecal","Methotrexate"
"amp",36033611000001104,3614611000001101,"0801030P0AAAIAI","Methotrexate 5mg/2ml solution for injection vials (Pfizer Ltd)","Methotrexate 5mg/2ml solution for injection vials","solutioninjection.intramuscular","Methotrexate"
"amp",36033611000001104,3614611000001101,"0801030P0AAAIAI","Methotrexate 5mg/2ml solution for injection vials (Pfizer Ltd)","Methotrexate 5mg/2ml solution for injection vials","solutioninjection.intravenous","Methotrexate"
"amp",36033611000001104,3614611000001101,"0801030P0AAAIAI","Methotrexate 5mg/2ml solution for injection vials (Pfizer Ltd)","Methotrexate 5mg/2ml solution for injection vials","solutioninjection.intraarterial","Methotrexate"
"amp",36033611000001104,3614611000001101,"0801030P0AAAIAI","Methotrexate 5mg/2ml solution for injection vials (Pfizer Ltd)","Methotrexate 5mg/2ml solution for injection vials","solutioninjection.intrathecal","Methotrexate"
"amp",36033611000001104,3614911000001107,"0801030P0AAAIAI","Methotrexate 5mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)","Methotrexate 5mg/2ml solution for injection vials","solutioninjection.intramuscular","Methotrexate"
"amp",36033611000001104,3614911000001107,"0801030P0AAAIAI","Methotrexate 5mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)","Methotrexate 5mg/2ml solution for injection vials","solutioninjection.intravenous","Methotrexate"
"amp",36033611000001104,3614911000001107,"0801030P0AAAIAI","Methotrexate 5mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)","Methotrexate 5mg/2ml solution for injection vials","solutioninjection.intraarterial","Methotrexate"
"amp",36033611000001104,3614911000001107,"0801030P0AAAIAI","Methotrexate 5mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)","Methotrexate 5mg/2ml solution for injection vials","solutioninjection.intrathecal","Methotrexate"
"amp",36033211000001104,3622611000001102,"0801030P0AAAKAK","Methotrexate 500mg/20ml solution for injection vials (A A H Pharmaceuticals Ltd)","Methotrexate 500mg/20ml solution for injection vials","solutioninjection.intramuscular","Methotrexate"
"amp",36033211000001104,3622611000001102,"0801030P0AAAKAK","Methotrexate 500mg/20ml solution for injection vials (A A H Pharmaceuticals Ltd)","Methotrexate 500mg/20ml solution for injection vials","solutioninjection.intravenous","Methotrexate"
