"obj_type","vpid","snomed_id","bnf_code","dmd_name","bnf_name","form_route","short_name"
"amp",330057007,499111000001102,"1001030L0BBAAAA","Arava 10mg tablets (Sanofi)","Arava 10mg tablets","tablet.oral","Arava"
"amp",330058002,62411000001105,"1001030L0BBABAB","Arava 20mg tablets (Sanofi)","Arava 20mg tablets","tablet.oral","Arava"
"amp",330059005,404111000001101,"1001030L0BBACAC","Arava 100mg tablets (Sanofi)","Arava 100mg tablets","tablet.oral","Arava"
"amp",326874007,644711000001108,"1001030U0BDAAAB","Maxtrex 2.5mg tablets (Pfizer Ltd)","Maxtrex 2.5mg tablets","tablet.oral","Maxtrex"
"amp",326875008,322011000001106,"1001030U0BDABAC","Maxtrex 10mg tablets (Pfizer Ltd)","Maxtrex 10mg tablets","tablet.oral","Maxtrex"
"amp",10676011000001108,10672611000001104,"1001030U0BEAAAZ","Metoject 7.5mg/0.75ml solution for injection pre-filled syringes (medac UK)","Metoject 7.5mg/0.75ml inj pre-filled syringes","solutioninjection.subcutaneous","Metoject"
"amp",10676011000001108,10672611000001104,"1001030U0BEAAAZ","Metoject 7.5mg/0.75ml solution for injection pre-filled syringes (medac UK)","Metoject 7.5mg/0.75ml inj pre-filled syringes","solutioninjection.intramuscular","Metoject"
"amp",10676011000001108,10672611000001104,"1001030U0BEAAAZ","Metoject 7.5mg/0.75ml solution for injection pre-filled syringes (medac UK)","Metoject 7.5mg/0.75ml inj pre-filled syringes","solutioninjection.intravenous","Metoject"
"amp",10675811000001106,10673511000001108,"1001030U0BEABBA","Metoject 20mg/2ml solution for injection pre-filled syringes (medac UK)","Metoject 20mg/2ml solution for injection pre-filled syringes","solutioninjection.subcutaneous","Metoject"
"amp",10675811000001106,10673511000001108,"1001030U0BEABBA","Metoject 20mg/2ml solution for injection pre-filled syringes (medac UK)","Metoject 20mg/2ml solution for injection pre-filled syringes","solutioninjection.intramuscular","Metoject"
"amp",10675811000001106,10673511000001108,"1001030U0BEABBA","Metoject 20mg/2ml solution for injection pre-filled syringes (medac UK)","Metoject 20mg/2ml solution for injection pre-filled syringes","solutioninjection.intravenous","Metoject"
"amp",10675611000001108,10672911000001108,"1001030U0BEACBB","Metoject 10mg/1ml solution for injection pre-filled syringes (medac UK)","Metoject 10mg/1ml solution for injection pre-filled syringes","solutioninjection.subcutaneous","Metoject"
"amp",10675611000001108,10672911000001108,"1001030U0BEACBB","Metoject 10mg/1ml solution for injection pre-filled syringes (medac UK)","Metoject 10mg/1ml solution for injection pre-filled syringes","solutioninjection.intramuscular","Metoject"
"amp",10675611000001108,10672911000001108,"1001030U0BEACBB","Metoject 10mg/1ml solution for injection pre-filled syringes (medac UK)","Metoject 10mg/1ml solution for injection pre-filled syringes","solutioninjection.intravenous","Metoject"
"amp",10675711000001104,10673211000001106,"1001030U0BEADBC","Metoject 15mg/1.5ml solution for injection pre-filled syringes (medac UK)","Metoject 15mg/1.5ml inj pre-filled syringes","solutioninjection.subcutaneous","Metoject"
"amp",10675711000001104,10673211000001106,"1001030U0BEADBC","Metoject 15mg/1.5ml solution for injection pre-filled syringes (medac UK)","Metoject 15mg/1.5ml inj pre-filled syringes","solutioninjection.intramuscular","Metoject"
"amp",10675711000001104,10673211000001106,"1001030U0BEADBC","Metoject 15mg/1.5ml solution for injection pre-filled syringes (medac UK)","Metoject 15mg/1.5ml inj pre-filled syringes","solutioninjection.intravenous","Metoject"
"amp",10675911000001100,10674011000001104,"1001030U0BEAEBD","Metoject 25mg/2.5ml solution for injection pre-filled syringes (medac UK)","Metoject 25mg/2.5ml inj pre-filled syringes","solutioninjection.subcutaneous","Metoject"
"amp",10675911000001100,10674011000001104,"1001030U0BEAEBD","Metoject 25mg/2.5ml solution for injection pre-filled syringes (medac UK)","Metoject 25mg/2.5ml inj pre-filled syringes","solutioninjection.intramuscular","Metoject"
"amp",10675911000001100,10674011000001104,"1001030U0BEAEBD","Metoject 25mg/2.5ml solution for injection pre-filled syringes (medac UK)","Metoject 25mg/2.5ml inj pre-filled syringes","solutioninjection.intravenous","Metoject"
"amp",15518311000001104,15513111000001104,"1001030U0BEAFBE","Metoject 7.5mg/0.15ml solution for injection pre-filled syringes (medac UK)","Metoject 7.5mg/0.15ml inj pre-filled syringes","solutioninjection.subcutaneous","Metoject"
"amp",15518311000001104,15513111000001104,"1001030U0BEAFBE","Metoject 7.5mg/0.15ml solution for injection pre-filled syringes (medac UK)","Metoject 7.5mg/0.15ml inj pre-filled syringes","solutioninjection.intramuscular","Metoject"
